file,noun,verb,condition,sequence,talker,padding,text,translation,comment_padding,comment_text
180.msg,3,0,1,3,99,00000000,"An old tire has sunk to the bottom of the sea. Why a land vehicle's tire is in the ocean, Adam will never know.","צמיג ישן שקע במעמקי הים. מדוע צמיג של רכב יבשתי נמצא בתוך האוקיינוס, אדם לעולם לא ידע.",,
180.msg,3,0,1,4,99,00000000,"Some lady must be looking really hard for her purse, 'cause there's one just lying there.   ","גברת כלשהי כנראה ממש מחפשת את הארנק שלה, כי יש כאן אחד שסתם שוכב כאן.",,
180.msg,3,0,1,5,99,00000000,Adam wouldn't be caught dead carrying a purse!,אדם לא ייתפס בחיים נושא ארנק!,,
180.msg,3,0,1,6,99,00000000,Adam snatches the purse and bags it.,אדם חוטף את הארנק ומכניס לשק המיחזור.,,
180.msg,3,0,1,7,99,00000000,A small sheet of metal lies on the garden grass.   ,יריעת מתכת קטנה נחה על כר הדשא של הגן.,,
180.msg,3,0,1,8,99,00000000,The metal sheet does not interest Adam.  It's trash.,יריעת המתכת לא מעניינת את אדם. זו אשפה.,,
180.msg,3,0,1,9,99,00000000,Adam slowly slips the sheet into the sack.,אדם מחליק באיטיות את היריעה לתוך שק המיחזור שלו.,,
180.msg,3,0,1,10,99,00000000,Adam doesn't need a spare tire. He's trying to lose weight. ,אדם לא זקוק לצמיג ספייר. הוא מנסה להוריד במשקל.,,
180.msg,3,0,1,11,99,00000000,Adam wheels the rubber to a permanent parking spot.,אדם מגלגל את חתיכת הגומי למקום חניה קבוע.,,
180.msg,3,0,1,12,99,00000000,"There's a broken, empty pot littering the Royal Gardens.",יש עציץ שבור וריק שמלכלך את הגנים המלכותיים.,,
180.msg,3,0,1,13,99,00000000,The broken pot is of no use to a boy like Adam.,העציץ השבור חסר תועלת עבור ילד כמו אדם.,,
180.msg,3,0,1,14,99,00000000,Adam decides to be nice and clean up the old pot.,אדם מחליט להיות נחמד ולנקות מכאן את העציץ הישן.,,
180.msg,3,0,1,15,99,00000000,That spray bottle is clearly of no use under the sea!,בקבוק התרסיס הזה ללא ספק אינו מועיל מתחת לים!,,
180.msg,3,0,1,16,99,00000000,Why would Adam need a spray bottle when he's surrounded by water!  He should clean it up though.,מדוע אדם צריך תרסיס כאשר הוא מוקף במים! עדיף שישליך אותו לפח.,,
180.msg,3,0,1,17,99,00000000,Adam puts the spritz on the spray bottle.,"אדם ""משפריץ"" את בקבוק התרסיס אל שק האשפה.",,
180.msg,3,0,1,18,99,00000000,The cobblestones were once a walkway through the ancient Greek garden.,אבני הריצוף היו בעבר חלק משביל שעבר דרך הגינה היוונית העתיקה.,,
180.msg,3,0,1,19,99,00000000,"The cobblestones add a bit of beauty to this poor, dying garden. Adam doesn't want to disturb them.  ",אבני הריצוף מוסיפים קצת יופי לגן הגוסס והמסכן הזה. אדם לא רוצה להפריע להן.,,
180.msg,3,0,1,20,99,00000000,The Royal Gardens were once full of splendor but the plants here have fallen prey to dioxin and other poisons in the water. Even the little bits of life that still remain are pale and sickly.        ,"בעבר, הגנים המלכותיים היו מפוארים ביותר, אבל הצמחים כאן נפלו טרף לדיוקסין ורעלים אחרים במים. אפילו פיסות החיים הקטנות שנותרו חיוורות וחולניות.",,
180.msg,3,0,1,21,99,00000000,"Adam can do nothing to help those poor, dying plants except help his father lobby for cleaner water when he gets home.  ","אדם לא יכול לעשות דבר כדי לעזור לצמחים המסכנים הגוססים, חוץ מלעזור לאביו בשדולה למען שמירה על מים נקיים יותר כשהוא יחזור הביתה.",,
180.msg,3,0,1,22,99,00000000,"The plants are sick and dying, but should be allowed to remain where they are.","הצמחים חולים וגוססים, אבל צריך לאפשר להם להישאר היכן שהם.",,
180.msg,3,0,1,23,99,00000000,There is not enough potion to seriously help those plants.,אין מספיק מהתמיסה כדי לעזור לצמחים האלה באופן רציני.,,
180.msg,3,0,1,24,99,00000000,A green moss grows between the cobblestones.,אזוב  ירוק צומח בין אבני הריצוף.,,
180.msg,3,0,1,25,99,00000000,Adam doesn't want to disturb the living plants. ,אדם לא רוצה להפריע לצמחים החיים.,,
180.msg,3,0,1,26,99,00000000,"That's a nice gesture, but the sick plants do not respond. ","זה מעשה יפה, אבל הצמחים החולים אינם מגיבים.",,
180.msg,3,0,1,27,99,00000000,"In the distance, more deserted ruins of this once-great city, lie disintegrating in the sea water. ","במרחק, שרידים נטושים נוספים של העיר הגדולה לשעבר, מתפרקים לאיטם במי הים.",,
180.msg,3,0,1,28,99,00000000,There is no reason to visit those old ruins.  Adam is already in the only part of the city that's inhabited.,אין סיבה לבקר את ההריסות העתיקות. אדם כבר נמצא בחלק היחיד של העיר שעדיין מיושב.,,
180.msg,3,0,1,29,99,00000000,Broken columns are arranged like sentinels around the Royal Gardens.,עמודים שבורים דמויי זקיפים פזורים ברחבי הגנים המלכותיים.,,
180.msg,3,0,1,30,99,00000000,There's nothing Adam can do with those particular columns. ,אדם לא יכול לעשות דבר עם העמודים המסוימים האלו.,,
180.msg,3,0,1,31,99,00000000,The columns are part of Eluria's natural history and don't need to be thrown away.,העמודים הם חלק מההיסטוריה הטבעית של אלוריה ואין צורך להפטר מהם.,,
180.msg,3,0,1,32,99,00000000,Adam carefully pours the fertilizer solution over the whale-shaped coral. He puts the empty flask into his garbage bag.  ,אדם שופך את תמיסת הדשן בזהירות מעל השונית דמויית הלוייתן. הוא מניח את המכל הריק בשקית האשפה שלו.,,
180.msg,3,0,1,33,99,00000000,"The whale topiary is a beautiful, living thing!  Adam doesn't want to throw it away!",הלוויתן הוא עבודת גננות אומנותית יפהפיה וחיה. אדם לא רוצה להשליך אותה למחזור.,,
180.msg,3,0,1,34,99,00000000,The shell is a natural part of the ocean and doesn't need to be thrown away.,הקונכייה היא חלק טבעי של האוקיינוס ואין צורך לזרוק אותה.,,
180.msg,3,0,1,35,99,00000000,The large shell does not respond. ,הקונכייה הגדולה לא מגיבה.,,
180.msg,3,0,1,36,99,00000000,"Adam can't move the heavy shell. If he wants to the see the lobster again, he should ask her to come out.  ","אדם לא יכול להזיז את הקונכייה הגדולה. אם הוא רוצה לראות שוב את הלובסטר, הוא יצטרך לבקש ממנה לצאת החוצה.",,
180.msg,3,0,2,1,99,00000000,Adam can't do that with the heavy shell.,אדם לא יכול לעשות את זה עם הקונכייה הכבדה.,,
180.msg,3,0,2,2,99,00000000,A glop of dissolving oil on the whale suddenly falls to the garden ground. ,גוש זפת שהתמוסס מהלוויתן נופל לפתע על אדמת הגן.,,
180.msg,3,0,2,3,99,00000000,"Those plants are beyond helping with the solution since they're dying from more than just oil. The whale, however, is salvagable.","הצמחים האלו חולים מדי מכדי שניתן יהיה להציל אותם עם התמיסה, הם מתים לא רק בגלל השמן בשלב זה. את הלוויתן, לעומת זאת, אפשר להציל.",,
180.msg,3,0,2,4,99,00000000,"The shell could use a good cleaning, true, but try picking it up first.","הקונכייה זקוקה לניקוי יסודי, זה נכון, אבל נסו להרים אותה קודם.",,
180.msg,3,0,2,5,99,00000000,Adam doesn't need to do anything to that shell right now except pick it up.,"אדם לא צריך לעשות דבר עם הקונכייה כרגע, חוץ מלהרים אותה.",,
180.msg,3,0,2,6,99,00000000,"Adam has already done all he can to help the whale. Besides, that coral is sharp. ","אדם עשה כבר כל מה שהוא יכול כדי לעזור ללוייתן. חוץ מזה, האלמוג הזה חד.",,
180.msg,3,0,2,24,99,00000000,"Good job! Adam may not be able to reverse all of the damage to the plants in the Royal Gardens, but at least he's removed all of the visible litter.       ","עבודה טובה! אדם אולי לא יכול לתקן את כל הנזק שנגרם לצמחים בגנים המלכותיים, אבל הוא לפחות סילק את כל האשפה.",,
180.msg,3,0,2,25,99,00000000,"Adam is swimming in the Royal Gardens of Eluria. The Gardens were clearly once full of beauty but oil and phosphates have left most of the plants dead or dying. At least Adam has cleaned up most of the human litter, though, and it does look better.      ","אדם שוחה בגנים המלכותיים של אלוריה. הגנים בבירור היו מלאים בהוד והדר, אבל שמן ופוספטים הותירו את רוב הצמחים חולים או גוססים. לפחות אדם ניקה את רוב האשפה האנושית, והגנים אכן נראים טוב יותר.",,
180.msg,3,0,0,1,99,00000000,The oil begins to dissolve. It's working!   ,הזפת מתחיל להתמוסס. זה עובד!,,
180.msg,3,0,0,2,99,00000000,"Adam picks the shell up from the tar. Ick! It's a nice, roomy shell but it won't be much use covered with tar like that. ","אדם מרים את הקונכייה מהזפת. איכס! זו קונכייה מרווחת ויפה, אבל היא לא מועילה במיוחד כל עוד היא מכוסה בזפת.",,
180.msg,3,0,0,3,99,00000000,"Adam looks at the tar-coated shell and thinks that, though dirty, it's a very nice shell. He decides not to throw it away.  ","אדם מתבונן בקונכיה המצופה בזפת וחושב, שלמרות שהיא מלוכלכת נורא, היא דווקא די יפה. הוא מחליט לא להשליך אותה לסל המיחזור.",,
180.msg,3,0,0,5,99,00000000,The ocean is a huge place.  Adam better stay in the city until Delphineus is ready to leave with him.,האוקיינוס הוא מקום עצום. עדיף לאדם להישאר בעיר עד שדלפיניוס יהיה מוכן לצאת ביחד איתו.,,
180.msg,3,0,0,6,99,00000000,Adam is swimming in the Royal Gardens of Eluria. The Royal Gardens were clearly once a beautiful place but now oil and garbage litter the area and many of the plants are dead or dying.  ,"אדם  שוחה בגנים המלכותיים של אלוריה. ניכר שהגנים המלכותיים היו בעבר מקום יפהפה, אך כעת זפת ואשפה מטנפים את האזור, ורבים מהצמחים מתים או גוססים.",,
180.msg,3,0,0,7,99,00000000,"A huge, beautiful shell lies in front of the whale statue. ",קונכיה ענקית ויפהפיה מונחת לפני פסל הליוויתן.,,
180.msg,3,0,0,8,99,00000000,A large statue of a whale made entirely from coral takes a place of honor in the middle of the garden. ,פסל ענק בצורת ליוויתן עשוי כולו מאלמוגים תופס מקום של כבוד במרכז הגן.,,
180.msg,3,0,0,9,99,00000000,"The coral is coated with oil and is clearly dying. This kind of damage is the result of oil spills and ship bilge dumping. The lighter part of the oil evaporates and what's left sinks, ending up as a thick tar that coats the ocean floor.    ","האלמוגים מכוסים בזפת וברור שהם גוססים. סוג זה של נזק הוא תוצאה של דליפות נפט וריקון משקעים מאוניות. החלק הקל יותר של הנפט מתאדה ומה שנותר שוקע, ומסיים כזפת עבה שמצפה את קרקעית האוקיינוס.",,
180.msg,3,0,0,10,99,00000000,Adam can't get the oil off the whale with his hands. The coral is too delicate. Scrubbing it would do more damage than good. ,אדם לא יכול להוריד את הזפת מהליוויתן בעזרת ידיו. האלמוגים עדינים מדי. לשפשף אותם יביא יותר נזק מאשר תועלת.,,
