"room","idx","original","translated","comments",""
"014","87","You drop the reactor into the hole. In attempting to reconnect the cables, you find that one is much too short.","אתה מניח את הכור בחור. בנסיון לחבר מחדש את הכבלים, אתה מגלה כי אחד מהם קצר מדי.","",""
"014","88","You carefully connect the wire between the ship and the reactor, putting the tile back in place once you've finished.","אתה מחבר בזהירות את החוט בין החללית לכור, ומחזיר את האריח למקומו לאחר שסיימת.","",""
"014","89","You install the wire inside the reactor compartment.","אתה מתקין את החוט בתוך תא הכור.","",""
"014","90","A flashing message on your monitor attracts your attention.","הודעה מהבהבת על המסך מושכת את תשומת לבך.","צ: הגהתי",""
"014","91","Your ship hovers between the garbage below and the ceiling above.  This will never do.","חלליתך מרחפת בין האשפה מתחת לבין התקרה ממעל. זה פשוט לא יעבוד.","",""
"014","92","Once again you try to bring the ship from the rubble. You wonder how many times the ship can take this.","אתה עושה ניסיון נוסף לחלץ את החללית מההריסות. אתה תוהה כמה פעמים היא תוכל לעמוד בזה.","",""
"014","93","You feel a strong rumbling as the ship strains to loosen itself from the confines of the junk heap accumulated at its base. Finally, it begins to rise.","רעם עצום נשמע בשעה שהחללית עושה מאמצים על אנושיים להשתחרר מכבלי ערימות הגרוטאות שהצטברו בבסיסה. לבסוף, היא מתחילה להמריא.","",""
"014","94","The ship rises several meters, then stops abruptly. An alarm from the computer attracts your attention.","החללית עולה מטרים ספורים, ואז נעצרת בפתאומיות. התראה על מסך המחשב מושכת את תשומת לבך.","",""
"014","95","The ship rises successfully, but collides with the top of the freighter.  The resulting explosion sends a potpourri of flesh and metal fragments careening in all directions.","החללית ממריאה בהצלחה, אך מתנגשת בתקרת הספינה. הפיצוץ שנוצר שולח תערובת של נתחי בשר ורסיסי מתכת לכל עבר.","צ: הגהתי",""
"014","96","The ship settles back down into the nest of debris.","החללית שוקעת בחזרה בקן ההריסות.","",""
"015","0","You seem to be in a debris-enclosed hollow. Poking out of the ceiling is the chute which you originally entered through. Some crusty lamps linked by non-UL Approved wire provide additional illumination.","עושה רושם שאתה נמצא בחלל מוקף הריסות. מן התקרה מציץ המדרון שדרכו גלשת פנימה. כמה פנסים שבורים מרושתים בחוטי חשמל לא תקניים מספקים תאורה קלושה.","צביקה: הסתכלתי עכשו בקוד.
ההבדל בין ההודעה הזו לבאה אחריה, הוא בהמצאות הכור.
שתיהן תשובה פשוט ל 'look'.
לא מבין מה הקטע של UL Approved. אולי זה טייפו? והתכוונו ל SQ Approved?
עומר: מצאתי https://www.chewy.com/app/product-question/1193345?productId=133137&answerSort=MOST_HELPFUL&pageNumber=1
צביקה: סחתן! עדין לא ברור למה בהודעה אחת זה UL ובשניה זה SQ. ואני חושב שזה קשור ל'חוט' מה inventory שהוא *כן* SQ-Approved.
לא יודע אם זו כוונת המשורר, אבל אני הייתי כותב בהודעה הזו ובהודעה הבאה שזה חוט לא מורשה ל'מסע בחלל'
עומר: לא עדיף להיצמד למקור? זה לא נראה כמו טעות. הם כנראה רצו לגוון.
צביקה: יתכן שאתה צודק. בסדר, בינתיים תשאיר כמו במקור. אולי אצליח לברר קצת לגבי המקור למה הוא ככה.",""
"015","1","You seem to be in a debris-enclosed hollow. Poking out of the ceiling is the chute which you originally entered through. Some crusty lamps linked by non-SQ Approved wire formerly provided additional illumination.","עושה רושם שאתה נמצא בחלל מוקף הריסות. מן התקרה מציץ המדרון שדרכו גלשת פנימה. כמה פנסים שבורים מרושתים בחוטי חשמל ללא תו תקן 'מסע בחלל' סיפקו בעבר תאורה קלושה.","",""
"015","2","The aging lamps add extra light to the area. Over-used wires link them to power.","אורם של המנורות המיושנות ריצד בחלל החדר. חוטים שחוקים מרוב שימוש חיברו ביניהם לרשת החשמל.","",""
"015","3","There's something that's in short supply. The only light here is that which manages to filter its way through the dense mesh of metals.","הנה מצרך נדיר שסובל ממחסור חמור. האור היחיד כאן הוא זה שהצליח להסתנן דרך רשת המתכת הצפופה.","",""
"015","4","Some brittle-looking wire runs from lamp to lamp and then disappears into a hole to the left.","חוט בלוי למראה מתפתל ממנורה למנורה ולבסוף נעלם דרך חור משמאל.","",""
"015","5","They're rats!","אלה חולדות!","",""
"015","6","You can hear something scurrying around above you. (You can't actually see the rats because they're hidden in the shadows.)","אתה שומע משהו מתרוצץ מעליך. (אתה לא ממש יכול לראות את החולדות מאחר והן מסתתרות בין הצללים).","",""
"015","7","They seem to be attached to a reactor.","נראה שהם מחוברים לכור.","",""
"015","8","There is nothing interesting about loose wire ends.","אין שום דבר מעניין בקצוות של חוטים רפויים.","",""
"015","9","They aren't visible here.","הם בלתי נראים מכאן.","",""
"015","10","You peer into the small opening and notice %s.","אתה מציץ אל תוך הפתח הקטן ומבחין ב-%s.","",""
"015","11","You notice nothing of interest.","אינך מבחין בדבר בעל ערך.","",""
"015","12","You can't from here.","אין אפשרות מכאן.","",""
"015","13","You stare at the ceiling which, as usual, is overhead. You see nothing particularly unique about the structure.","אתה בוהה בתקרה שהיא, כדרכה בקודש, נמצאת למעלה. אינך מזהה דבר יוצא דופן במבנה הארכיטקטוני.","",""
"015","14","This wall is the same as the others except that it has a small hole in it.","הקיר הזה זהה לכל האחרים מלבד חור קטן שמציץ דרכו.","",""
"015","15","All terrain nearby is chock-full of jagged edges and barbed protrusions. I wouldn't try that here.","כל השטח מסביב גדוש בקצוות משוננים וגדרות תיל דוקרניות. לא הייתי לוקח את הסיכון.","",""
"015","16","The chute juts into the room from high above. It is covered by two large doors. While staring at it, you briefly entertain the thought of trying to climb back up it. You realize that it is firmly sealed and forget about it.","המדרון מתחתר אל תוך החדר מלמעלה. הוא מכוסה על ידי שתי דלתות גדולות. בעודך נועץ בו מבט חודר, אתה משתעשע לרגע ברעיון לנסות לטפס חזרה. ואז אתה מעכל כי הוא אטום לחלוטין, ויורד מזה מהר.","",""
"015","17","It's a low-tech ascent/descent module","זה דגם המראה/נחיתה מטכנולוגיה נחותה.","",""
"015","18","The floor is composed of a mosaic of overlapping welded steel plates. The menage of used metal appears to have been cut from a variety of sources.","הרצפה מורכבת מפסיפס של לוחות חופפות של פלדה מרותכת. נראה כי אוסף לוחיות המתכת נחתכו ממגוון מקורות.","צ: הגהתי",""
