"קובץ","אינדקס","מקור","תרגום","Unnamed: 4"
"41.0","string_0","Ulence Flats is a typical example of some of the frontier settlements that sprang up in the early days of Outer Zone exploration. Unfortunately, this attracted many unsavory quick-buckazoid types. Caution is advised.","מישורי אולנס היא דוגמה טיפוסית למושבת חלוצים שקמה בתקופה המוקדמת של חקר חוץ-אזורי. למרבה הצער, זה משך הרבה טיפוסים שמחפשים להרוויח זוזון מהיר. מומלץ לפקוח עין.",""
"41.0","string_5","You've got a deal!","עשינו עסק!",""
"41.0","string_6","No way!","אין מצב!",""
"41.0","string_9","It's a deal!","סגרנו!",""
"41.0","string_10","""Great!""","""נהדר!""",""
"41.0","string_17","alien wolf-creature","יצור זאב חייזרי",""
"41.0","string_18","This being is about the size of a humanoid but has some odd features. He seems to have a friendly-looking mug.","היצור הזה הוא בגודל של דמוי אדם, אבל יש לו כמה מאפיינים מוזרים. נראה שיש לו פרצוף ידידותי למראה.",""
"41.0","string_20","rocket sign","שלט של טיל",""
"41.0","string_23","sand skimmer","רחפת חול",""
"41.0","string_25","force field sensor","חיישן שדה כוח",""
"41.0","string_26","The settlement of Ulence Flats is surrounded by these force field generators. They repel undesirables, such as the Grell, which thrive below the sands. It will allow only airborne vehicles in or out.","המושבה של מישורי אולנס מוקפת במייצרי שדה הכוח האלו. הם דוחים דברים שאינם רצויים כמו הגרל שמשגשגים מתחת לחול. הוא מאפשר רק לכלי רכב אוויריים להיכנס ולצאת.",""
"41.0","string_28","shuttle craft","רכב הסעות",""
"41.0","string_29","This appears to be a long-range shuttle, perhaps from a large starship. It looks vaguely familiar somehow.","נראה שזה רכב הסעות לטווח רחוק, אולי מספינת כוכבים גדולה יותר. הוא נראה מעט מוכר, משום מה.",""
"41.0","string_31","pickle ship","ספינת חמוצים",""
"41.0","string_32","This ship is a real classic - a WalWood WarpBlaster ZX with the original paint job. You've only seen these on old postcards.","הספינה הזאת היא קלאסיקה אמיתית - וולווד פיתול-פיצוץ ZX עם הצבע המקורי. ראית כאלה רק על גבי גלויות ישנות.",""
"41.0","string_34","tall rocket ship","ספינת חלל גבוהה",""
"41.0","string_35","This one's a genuine antique from the twenty-fourth-and-a-half century.","זאת ענתיקה אמיתית מהמאה העשרים וארבע וחצי.",""
"41.0","string_37","bar","מסבאה",""
"41.0","string_38","There is a rounded structure here with a door on one side. It is typical of some of the prefab structures constructed in frontier areas years ago.","יש פה מבנה עגול עם דלת בצד אחד. זה מראה טיפוסי לחלק מהמבנים הטרומיים שנבנו על ידי החלוצים לפני שנים.",""
"41.0","string_40","Rocket Bar's sign","שלט של מסבאת הטיל",""
"42.0","string_0","This is the back of the bar at the southeast corner of Ulence Flats.","זה החלק האחורי של המסבאה בפינה הדרום-מזרחית של מישורי אולנס.",""
"42.0","string_4","""Come on over here, pal. Wait'll ya see this!""","""בוא הנה, חבר. חכה עד שתראה את זה!""",""
"42.0","string_5","""Hold it right there, pal! This is a stick-up! I'll just relieve you of your cash, thank you very much.""","""עצור במקומך, חבר! זה שוד! אני אקל עליך מעומס הכסף שלך, תודה רבה.""",""
"42.0","string_6","""C'mon, c'mon, I ain't got all day.""","""קדימה, קדימה, אין לי את כל היום.""",""
"42.0","string_8","""Well, you've got to be leaving now. Go straight back the way you came in. Deviate from that path and you're Grell kibble!""","""טוב, אתה צריך לעזוב עכשיו. תחזור בדיוק בדרך שבאת ממנה. תסטה מהדרך הזאת ותהיה מאכל לגרל!""",""
"42.0","string_9","""And if ya try followin' me, you'll get a nasty taste of my blaster. Got it? Good.""","""ואם תנסה לעקוב אחריי, אתה תזכה לטעום את הרובה שלי. מבין? יופי.""",""
"42.0","string_11","alien wolf-creature","יצור-זאב חייזרי",""
"42.0","string_13","waste disposal port","רציף פינוי פסולת",""
"42.0","string_14","This waste disposal port looks as though it's used quite often.","רציף פינוי הפסולת נראה כאילו משתמשים בו בתדירות גבוהה.",""
"42.0","string_16","robot arm","זרוע של רובוט",""
"42.0","string_17","A robot arm reaches out to dump another load of dust into an already large pile. That must be one very dirty bar.","זרוע של רובוט מושטת כדי להשליך עוד ערימה של אבק אל ערימה גדולה ממילא. זאת בטח מסבאה מלוכלכת במיוחד.",""
"42.0","string_19","force field sensor","חיישן שדה כח",""
"42.0","string_20","The force field's sensors detect any moving, ground-based animals to prevent them from entering - or leaving - Ulence Flats.","חיישני שדה הכח מזהים כל חיה שנעה על הקרקע כדי למנוע ממנה להיכנס - או לצאת - ממישורי אולנס.",""
"42.0","string_23","pile of dust","ערימת אבק",""
"42.0","string_24","There is a strange pile of very fine white powder here. It has a strange, burnt smell to it.","יש כאן ערימה מוזרה של אבקה לבנה ודקה. יש לה ריח שרוף ומשונה.",""
"42.0","string_26","pickup building","בניין איסוף",""
"42.0","string_27","It's a Droids-B-Us store.","זאת חנות של רובוטים-אר-אס.",""
"42.0","string_29","way to the Droids-B-Us store","דרך לחנות רובוטים-אר-אס",""
"42.0","string_30","That's the way to the Droids-B-Us store.","זאת הדרך לחנות רובוטים-אר-אס.",""
"42.0","string_32","Droids-B-Us store","חנות רובוטים-אר-אס",""
"42.0","string_33","In the distance you see the familiar shape of a Droids-B-Us store.","במרחק אתה מבחין בצורה המוכרת של חנות רובוטים-אר-אס.",""
"42.0","string_34","You can't do that from here.","אתה לא יכול לעשות את זה מכאן.",""
"42.0","string_36","bar building","בניין המסבאה",""
"42.0","string_37","The back of the bar looks about as dingy as the front did.","החלק האחורי של המסבאה נראה מלוכלך כמו החלק הקדמי.",""
"42.0","string_39","graffiti","גרפיטי",""
"42.0","string_40","It appears to be in Sarienese. Your Sarienese is a little rusty, but you decide it must say ""Xenon Bites!""","נראה שזה כתוב בסאריינזית. הסאריינזית שלך קצת חלודה, אבל אתה מחליט שבוודאות כתוב ""קסנון דפוקה!""",""
"43.0","string_0","A bearded band is cranking out some of the more popular tunes in the quadrant","להקה מזוקנת מפיקה צלילים שהם די פופולריים בצביר",""
"43.0","string_1","These are a couple of nongalactic-looking humanoids cranking out some unfamiliar-sounding tunes. They seem interested solely in the music they are performing.","אלה כמה דמויי אנוש שנראים לא-גלקטיים שמפיקים צלילים שלא נשמעים מוכרים. נראה שהם מתעניינים רק במוזיקה שהם מנגנים.",""
"43.0","string_2","On stage, a strangely attired woman performs her act (if that's what you want to call it). You haven't had a girlfriend for a long time (more like forever), but even that's not enough to make here attractive.","על הבמה, אישה לבושה בצורה משונה מבצעת את המופע שלה (אם ככה תרצה לקרוא לזה). כבר הרבה זמן שלא הייתה לך חברה (יותר נכון, נצח), אבל אפילו זה לא מספיק כדי שתיראה מושכת.",""
"43.0","string_11","""So, what's your beef, junior?""","""אז, מה העניין שלך, ילדון?""",""
"43.0","string_12"," Yes ","כן",""
"43.0","string_13"," No ","לא",""
"43.0","string_14"," Gimme anudder un, ya jerr-erk! ","תן 'י עוד 'חד, יא זב-בל!",""
"43.0","string_15"," Ok. ","בסדר.",""
"43.0","string_16","""Here ya go.""","""הנה לך.""",""
"43.0","string_17","""So stop botherin' me already.""","""אז תפסיק כבר להטריד אותי.""",""
"43.0","string_21","AA","",""
"43.0","string_22","BB","",""
"43.0","string_23","CC","",""
"43.0","string_24","DD","",""
"43.0","string_25","EE","",""
"43.0","string_26","FF","",""
"43.0","string_27","GG","",""
"43.0","string_28","HH","",""
"43.0","string_29","II","",""
