"room","idx","original","translated","comments"
"42","37","A large chest of drawers occupies a corner of the room.","שידת מגירות גדולה תופסת את פינת החדר.",""
"42","38","Even though you know where it is, you can't see it.","אף על פי שאת יודעת היכן הוא, אינך רואה אותו.",""
"42","39","You don't see one.","את לא רואה אחד.",""
"42","40","Better not while someone is in the room.","מוטב שלא כשיש מישהו בחדר.",""
"42","41","It's too heavy to move.","זה כבד מדי.",""
"42","42","There is nothing of interest in the armoire.","אין שום דבר מעניין בארון.",""
"42","43","You see the Colonel's armoire against the side wall.","את רואה את ארון הקולונל צמוד לקיר הצדדי.",""
"43","0","This is the back upstairs hallway of the mansion.","זהו המסדרון האחורי בקומה העליונה.",""
"43","1","You don't see anything!","את לא רואה כלום!",""
"43","2","Two marble pedestals flank the bathroom door. Upon one sits a beautiful porcelain cat and upon the other, a lovely vase.","שני מעמדי שיש מאגפים את דלת חדר האמבטיה. על אחד רובצת חתולת פורצלן יפהפייה ועל השני, אגרטל נהדר.",""
"43","3","Two tiffiny shades cover the lamps on the tables.","שני אהילים מחפים על מנורות השולחן.",""
"43","4","You notice deep scuff marks on the floor near the two armoires.","את מבחינה בסימני גרירה עמוקים על הרצפה בסמוך לשני הארונות.",""
"43","5","You pull on the armoire. Surprise! You find that the whole armoire opens to reveal...a secret door!","את מושכת את הארון. הפתעה! את מגלה כי כל הארון נפתח במלואו וחושף מאחוריו...דלת סתרים!",""
"43","6","Well! Did you think this was Leisure Suit Larry?!","ובכן!  חשבת שזה לארי חליפת פאר?!",""
"43","7","Nothin' important in there.","שום דבר לא מעניין שם.",""
"43","8","The vase doesn't belong to you.","האגרטל לא שייך לך.",""
"43","9","The vase is empty.","האגרטל ריק.",""
"43","10","A lovely vase rests atop a marble pedestal.","אגרטל מקסים מונח על גבי כן משיש.",""
"43","11","The porcelain cat doesn't belong to you.","חתולת החרסינה אינה שייכת לך.",""
"43","12","A beautiful porcelain cat sits elegantly on a marble pedestal.","חתולת חרסינה יפהפייה רובצת בנינוחות על עמוד שיש.",""
"43","13","You don't want to carry a statue around.","את לא מעוניינת לשאת פסל על גבך.",""
"43","14","There is nothing there.","אין שם דבר.",""
"43","15","Two greek statues guard both sides of the bathroom door.","הפסלים היווניים שומרים על דלת חדר אמבטיה משני עבריה.",""
"43","16","Two old armoires rest against the side walls.","הארונות הישנים נחים משני צידי החדר.",""
"43","17","You try, but can't see anything behind the armoire.","את מנסה, אך לא רואה דבר מאחורי הארון.",""
"43","18","You try, but it's too dark to see anything there.","את מנסה, אך חשוך שם מדי מכדי לראות משהו.",""
"43","19","That's the bathroom door!","זאת דלת חדר האמבטיה!",""
"43","20","There is nothing of interest in the dresser.","אין שום דבר מעניין בשידה.",""
"43","21","Beneath the greek statues you see two dressers.","מתחת לפסלים היווניים את רואה שתי שידות.",""
"44","0","The secret panel closes behind you and leaves no trace!","לוח הסתרים נסגר מאחורייך ולא מותיר אחריו כל עקבות!",""
"44","1","Even though you know where it is, you can't see it.","אף על פי שאת יודעת היכן הוא, אינך רואה אותו.",""
"44","2","You don't see one.","את לא רואה אחד.",""
"44","3","Better not while someone is in the room.","מוטב שלא כשיש מישהו בחדר.",""
"44","4","This is the guest room you share with Lillian. Though a bit tired-looking, it seems comfortable enough.","זהו חדר האורחים שאותו את חולקת עם ליליאן. למרות מראהו הדהוי מעט, הוא נראה נוח למדי.",""
"44","5","There is only dust on the mantel.","יש רק אבק על האדן.",""
"44","6","Beneath a set of three, small pictures, you notice a small door in the wall.","מתחת לסדרה של שלוש תמונות קטנות, את מבחינה בדלת קטנה בקיר.",""
"44","7","The vanity is empty.","השידה ריקה.",""
"44","8","You see a nice little vanity by one bed.","את רואה שידת איפור קטנה לצד המיטה.",""
"44","9","Lillian's suitcase is locked.","המזוודה של ליליאן נעולה.",""
"44","10","Cautiously, you poke your head into the dark opening of the little door and look around. All you can see is a narrow chute going down into complete darkness.","בזהירות, את תוחבת את ראשך אל הפתח האפל בדלת הקטנה ומביטה סביב. כל מה שאת רואה זהו פיר צר הצונח אל החשיכה.",""
"44","11","What chute? All you see is a little door.","מה פיר? כל מה שאת רואה זו דלת קטנה.",""
"44","12","It is already open.","היא כבר פתוחה.",""
"44","13","It's not open.","היא לא פתוחה.",""
"44","14","Are you sure you are keeping track of what you are doing?","את בטוחה שאת עוקבת אחרי מה שאת עושה?",""
"44","15","It appears to be a chute of some kind. You wonder where it goes to.","מסתבר שזהו מעין פיר או משהו בסגנון. את תוהה לאן הוא מגיע.",""
"44","16","""AAAIIIEEEEEEE!!!""","""אייייייייייייי!""",""
"44","17","Oh, chute!","אויש, איזו נפילה!",""
"44","18","You see Lillian's clothes.","את רואה את בגדיה של ליליאן.",""
"44","19","You notice a diary lying atop Lillian's clothes.","את רואה יומן שוכב מעל בגדיה של ליליאן.",""
"44","20","You see the clothes you packed for the weekend.","את רואה את הבגדים שארזת לסוף השבוע.",""
"44","21","In two corners of the room, you see two dressers.","בשתי פינות החדר, את רואה שתי שידות.",""
"44","22","There is a suitcase lying on each bed.","מזוודה מונחת על כל אחת מהמיטות.",""
"44","23","You gaze into the mirror and appraise your appearance. A bit disheveled, perhaps, but not bad...considering the circumstances.","את מביטה במראה ואומדת את הופעתך. מרושלת קמעא, יתכן, אך מאידך סבירה לגמרי...בהתחשב בנסיבות.",""
"44","24","There is nothing of interest behind the mirror.","אין שום דבר מעניין מאחורי המראה.",""
"44","25","The mirror is firmly attached to the vanity.","המראה מחוברת בחוזקה לשידה.",""
"44","26","The oval-framed mirror is attached to the vanity.","המראה הסגלגלה מחוברת לשידה.",""
"44","27","The Colonel's eyes look fine.","עיני הקולונל נראות בסדר.",""
"44","28","The eyes of the little girl have a strange, hollow look to them.","בעיני הילדה הקטנה משתקף מבט מוזר, חלול.",""
"44","29","The portraits are firmly attached to the wall.","הדיוקנים תקועים בקיר.",""
"44","30","You can see nothing behind the pictures.","אינך רואה דבר מאחורי התמונות.",""
"44","31","Above the fireplace, you notice a picture of Colonel Dijon in his younger, more vital, days. On the opposite wall, you also see a picture of a little girl. Funny, the girl's eyes have a strange, hollow look to them.","מעל האח, את רואה תמונה של קולונל דיזו'ן כשהיה צעיר וחיוני יותר. על הקיר ממול, את מבחינה בתמונה של ילדה קטנה. מה שמוזר, בעיניה של הילדה משתקף מבט חלול ומשונה.",""
"44","32","They're not your clothes.","אלה לא הבגדים שלך.",""
"44","33","The clothes you're wearing are fine.","הבגדים שאת לובשת סבירים לחלוטין.",""
"44","34","They're not your style.","הם לא הסגנון שלך.",""
"44","35","There is nothing special about Lillian's clothes.","אין שום דבר מיוחד בבגדיה של ליליאן.",""
"44","36","The clothes are the same ones you packed.","אלא אותם בגדים שארזת.",""
"44","37","Lillian isn't going to let you look in her suitcase!","ליליאן לא תאשר לך לחטט לה במזוודה!",""
"44","38","You're on the wrong side of the bed to do that.","את בצד הלא נכון של המיטה.",""
"44","39","Your suitcase lies on the bed to the left of the doorway while Lillian's lies on the bed to the right.","מזוודתך מוטלת על המיטה משמאל לדלת בעוד של ליליאן שוכבת על המיטה מימין.",""
