file-noun-verb-condition-sequence-,file,noun,verb,condition,sequence,talker,padding,text,translation,comment_padding,comment_text
20.msg-2-0-0-7-,20.msg,2,0,0,7,99,00000001,"



Due to your inability to perform under pressure, the Eureka has been munched by the blob. Nice going!","עקב חוסר היכולת שלך לתפקד תחת לחץ, היוריקה נלעסה על ידי הגוש. אחלה עבודה!",,
20.msg-2-0-0-8-,20.msg,2,0,0,8,99,00000001,"







Sudden decompression sucks.",אין משהו ששואב אותך פנימה כמו הפחתת לחץ פתאומית.,,
20.msg-2-0-0-9-,20.msg,2,0,0,9,99,00000001,"





It's a nice look for you. Too bad it can't last.","המראה הזה הולם אותך, חבל שהוא חד-פעמי.
",,
20.msg-2-0-0-10-,20.msg,2,0,0,10,99,00000001,"







Nice move, ace. Really spectacular.","מהלך יפה, אלוף. באמת מדהים.",,
20.msg-2-0-0-11-,20.msg,2,0,0,11,99,00000001,"



You barely have time to whimper ''Mommy'' before the Eureka's self-destruct mechanism blasts you to microscopic space-hero remnants.","אתה בקושי מספיק לייבב ""אמא"" לפני שמנגנון ההשמדה העצמית של היוריקה קורע אותך לשרידי גיבור-חלל מיקרוסקופיים.",,
20.msg-2-0-0-12-,20.msg,2,0,0,12,99,00000001,"





Duuuuh. You died because you were dumb.",פחחח. אתה מת כי היית טיפש.,,
20.msg-2-0-0-13-,20.msg,2,0,0,13,99,00000001,"





Next time listen to your science officer. ",בפעם הבאה תקשיב לקצינת המדע שלך.,,
20.msg-2-0-0-14-,20.msg,2,0,0,14,99,00000001,"





Funny thing about oxygen... when you run out, you die.","קטע מצחיק בחמצן... כשהוא נגמר, אתה מחמיץ את החיים.",,
20.msg-2-0-0-15-,20.msg,2,0,0,15,99,00000001,END.,סוף.,,
20.msg-2-0-0-16-,20.msg,2,0,0,16,99,00000001,"





Fuelish human! You ran out of gas!",אתה דלוק? המיכל שלך ריק!,,
20.msg-2-0-0-17-,20.msg,2,0,0,17,99,00000001,"





Nice reflexes. We'll mail your remains home in an envelope.",רפלקסים טובים. אנחנו נשלח את שרידיך הביתה בדואר רשום.,,
20.msg-2-0-0-18-,20.msg,2,0,0,18,99,00000001,"After having the interior of the cave redecorated with your entrails, you conclude that entering a cavern known to contain a killer android can be hazardous to one's health.","לאחר שקירות המערה קושטו בטוב טעם במעיך המדממים, אתה מסיק כי כניסה למערות המכילות רובוטים מרצחים מסוכנת לבריאות.",,
20.msg-2-0-0-19-,20.msg,2,0,0,19,99,00000001,"







You just couldn't bounce back from that one, eh Roger?","נפלת ולא יכולת לקום, אה רוג'ר?
",,
20.msg-2-0-0-20-,20.msg,2,0,0,20,99,00000001,"





Zowie! The electromatic security system has reduced you to a stick of hero jerky.",בוזזז! מערכת האבטחה האלקטרומטית צמצמה אותך לבשר גיבורים יבש על שיפוד.,,
20.msg-2-0-0-21-,20.msg,2,0,0,21,99,00000001,"





Looks like you took a little to long getting out of there, But thanks for playing. You've been a real blast.","נראה שלקח לך יותר מדי זמן לנסות לצאת משם, אבל תודה ששיחקת. היה פיצוץ איתך.",,
20.msg-2-0-0-22-,20.msg,2,0,0,22,99,00000001,"





Looks like you took a little too long getting out of there, but thanks for playing Space Quest 5. You've been a real blast.","נראה שלקח לך יותר מדי זמן לנסות לצאת משם, אבל תודה ששיחקת. היה פיצוץ איתך.",,
20.msg-2-0-0-23-,20.msg,2,0,0,23,99,00000001,"





Looks like you took a little too long getting out of there, but thanks for playing Space Quest 5. You've been a real blast.","נראה שלקח לך יותר מדי זמן לנסות לצאת משם, אבל תודה ששיחקת. היה פיצוץ איתך.",,
20.msg-2-0-0-24-,20.msg,2,0,0,24,99,00000001,"





Nice reflexes. Try ducking next time.",רפלקסים משובחים. נסה לחמוק פעם הבאה.,,
20.msg-2-0-0-25-,20.msg,2,0,0,25,99,00000001,"





You taste as good as you crunch.",אתה טעים באותה מידה שאתה פריך.,,
20.msg-2-0-0-26-,20.msg,2,0,0,26,99,00000001,"





Doesn't look like you'll be bugging anyone for awhile.",לא נראה שאתה הולך להפריע למישהו בזמן הקרוב.,,
20.msg-2-0-0-27-,20.msg,2,0,0,27,99,00000001,"





Looks like you really lost your head this time.",נראה שהפעם באמת איבדת את הראש.,,
20.msg-2-0-0-28-,20.msg,2,0,0,28,99,00000001,"



4 out of 5 Doctors agree that beaming into a toxic atmosphere without the proper equipment can be hazardous to your health.",4 מתוך 5 רופאים מסכימים כי השתגרות לאטמוספירה רעילה ללא ציוד מתאים יכולה להיות מסוכנת לבריאות.,,
20.msg-2-0-0-29-,20.msg,2,0,0,29,99,00000001,"





They homed right in on you. Better try that one again, ace.","הם התבייתו ישר עליך. כדאי שתנסה שוב, תותח.",,
20.msg-2-0-0-30-,20.msg,2,0,0,30,99,00000001,"



Some space hero you are! Sheesh, you couldn't adventure yourself out of a damp cellulose container without third-part intervention!",גם כן גיבור חלל! לא הצלחת לחלץ את עצמך מתוך כוכבית תאיות טחובה ללא התערבות צד שלישי!,,
20.msg-2-0-0-31-,20.msg,2,0,0,31,99,00000001,"Bea is dead. In an alternate future she would've borne your son. In the future past of Space Quest 4, your son would've saved your life. But she didn't so he couldn't--therefore you aren't.","בי מתה. בעתיד חלופי היא היתה יולדת לך בן. בעבר העתידי של מסע בחלל 4, בנך הציל את חייך. אך היא לא עשתה כך, ולכן הוא לא יכל לעשות כן, ולפיכך אתה לא יכול להיות כעת.",,
20.msg-2-0-0-32-,20.msg,2,0,0,32,99,00000001,"



Some space hero you are! Sheesh, you couldn't adventure yourself out of a damp cellulose container without third-party intervention! ",גם כן גיבור חלל! לא הצלחת לחלץ את עצמך מתוך כוכבית תאיות טחובה ללא התערבות צד שלישי!,,
20.msg-2-0-0-33-,20.msg,2,0,0,33,99,00000001,"





Boy! They were all over you like flies on... Er, Sorry. You're probably still a little sensitive about that fly thing.","בחיי! הם נמרחו עליך כמו זבובים על... אה, מצטער. אתה בטח עדיין רגיש מעט לגבי כל נושא הזבוב ההוא.",,
20.msg-2-0-0-34-,20.msg,2,0,0,34,99,00000001,"



Looks like you've been spreading yourself a bit thin lately. Perhaps you'd like to try one of our less challenging games like ''Mixed up Mother Goose?''","אתה נראה קצת מרוח לאחרונה.. אולי היית רוצה לנסות את אחד מהמשחקים הפחות מאתגרים שלנו כמו ""סיפורי אמא אווזה""?",,
20.msg-2-0-0-35-,20.msg,2,0,0,35,99,00000001,"



Some space hero you are! Sheesh, you couldn't adventure yourself out of a damp cellulose container without third-party intervention! ",גם כן גיבור חלל! לא הצלחת לחלץ את עצמך מתוך כוכבית תאיות טחובה ללא התערבות צד שלישי!,,
200.msg-1-1-0-1-,200.msg,1,1,0,1,99,00000001,Auxiliary storage area. It is currently empty.,אזור אחסון משני. כרגע הוא ריק.,,
200.msg-2-1-0-1-,200.msg,2,1,0,1,99,00000001,This much sought after seat is referred to simply as ''The Chair'' by junior officers aspiring to command a Starship within the Confederation.,"המושב המבוקש הזה נקרא בפשטות ""הכסא"" על ידי קצינים זוטרים השואפים לפקד על ספינות חלל במסגרת צבר-כוכבא.",,
200.msg-3-4-0-1-,200.msg,3,4,0,1,99,00000001,You haven't the slightest idea how to operate the com panel.,אין לך שמץ של מושג כיצד לתפעל את לוח התקשורת.,,
200.msg-3-1-0-1-,200.msg,3,1,0,1,99,00000001,"The Eureka's communications functions for intra-ship, inter-ship, ship to ground, and subspace are handled from this workstation.","כל שידורי התקשורת בין-חלליות, תוך-חלליות, חללית-קרקע, ותת-חלל מעובדים בתחנת עבודה זו.",,
200.msg-4-0-1-1-,200.msg,4,0,1,1,21,00000001,"I'm sure you're gonna have a blast Captain, but we've gotta run!","אני בטוח שאתה הולך לעשות חיים קפטן, אבל אנחנו חייבים לזוז!",,
200.msg-4-0-1-2-,200.msg,4,0,1,2,21,00000001,"You're a brave man Captain, and in case you don't make it out of here, I want you to know that except for a few minor incidents which I won't go into right now, it's been an honor serving with you.","אתה איש אמיץ קפטן, ולמקרה שלא תצא מכאן בחיים, אני רק רוצה שתדע שמלבד כמה תקריות שוליות שאני לא אכנס אליהם כרגע, היה לי לעונג לשרת איתך.",,
200.msg-4-0-2-1-,200.msg,4,0,2,1,21,00000001,"This looks a little suspicious, I better go down with you. Meet you in the transporter room, Captain.","זה נראה קצת חשוד, אני מעדיף לרדת איתך. פגוש אותי בחדר השיגור, קפטן.",,
200.msg-4-0-3-1-,200.msg,4,0,3,1,21,00000001,Let's party! Last one down to the station is a rotten orat ovum!,בואו נחגוג! האחרון שמגיע לתחנה הוא העומד!,,
200.msg-4-24-0-1-,200.msg,4,24,0,1,99,00000001,Why don't you try that from the command chair.,למה שלא תנסה את זה מכסא הפיקוד.,,
200.msg-4-1-0-1-,200.msg,4,1,0,1,99,00000001,Droole mans the nav and weapons systems on the Eureka.,דרול מאייש את מערכות הנשק והניווט של היוריקה.,,
200.msg-4-2-0-1-,200.msg,4,2,0,1,99,00000001,Try that from the command chair.,נסה את זה מכסא הפיקוד.,,
200.msg-5-24-0-1-,200.msg,5,24,0,1,99,00000001,Why don't you try that from the command chair.,למה שלא תנסה את זה מכסא הפיקוד.,,
200.msg-5-1-0-1-,200.msg,5,1,0,1,99,00000001,Flo is the Eureka's communications officer.,פלו היא קצינת הקשר ביוריקה.,,
200.msg-5-2-0-1-,200.msg,5,2,0,1,99,00000001,Why don't you try that from the command chair.,מדוע שלא תנסה את זה מכסא הפיקוד.,,
200.msg-6-1-0-1-,200.msg,6,1,0,1,99,00000001,Beyond these doors lies the guts of the Eureka's engineering section.,מאחורי דלתות אלה שוכנים הקרביים של אגף ההנדסה של היוריקה.,,
200.msg-7-0-0-1-,200.msg,7,0,0,1,19,00000000,"It was the chair, really!","זה היה הכיסא, בהן צדקי!",,
200.msg-7-0-0-2-,200.msg,7,0,0,2,21,00000001,"Looks like we got a live one here, Flo.","נראה שדגנו אחד חי, פלו.",,
200.msg-7-0-0-3-,200.msg,7,0,0,3,22,00000001,"You said it, Droole!","אתה אמרת, דרול!",,
200.msg-8-0-0-1-,200.msg,8,0,0,1,21,00000001,"Hello sir, I'm Subcorporal Droole, your nav and weapons officer on this heap.","שלום המפקד, אני תת רב-טוראי דרול, קצין הנשק והניווט שלך על הגרוטאה הזאת.",,
200.msg-8-0-0-2-,200.msg,8,0,0,2,22,00000001,Flo's the name. I'm your com specialist--grade 4.,פלו זה השם. אני מומחית התקשורת שלך--דרג ד'.,,
200.msg-8-0-0-3-,200.msg,8,0,0,3,19,00000001,"Hello crew, I'm your new commanding officer, Captain Roger Wilco.","אהלן צוות, אני הקצין הממונה החדש שלכם, קפטן רוג'ר ווילקו.",,
200.msg-8-0-0-4-,200.msg,8,0,0,4,19,00000001,"I know some of you may not be as excited to be serving on the Eureka as I am, but I promise you this: We are going to be the |c5|BEST|c| gosh darn garbage scow in the entire Star Confederation!","אני יודע שחלקכם אולי פחות מתרגשים לשרת על היוריקה ממני, אבל דבר אחד אני יכול להבטיח לכם: אנחנו הולכים להיות מכולת האשפה המחורבנת |c5|הטובה ביותר |c| בצבר-כוכבא כולו!",,
200.msg-8-0-0-5-,200.msg,8,0,0,5,19,00000001,"We have nothing to fear but fear itself, so hold your heads high men. We shall overcome!","אין לנו ממה לפחד חוץ מהפחד עצמו, אז תזקפו את הראש למעלה אנשים. אנו נתגבר על הכל!",,
200.msg-8-0-0-6-,200.msg,8,0,0,6,19,00000001,"All we are is dust in the wind: born free, running wild, with liberty and justice for all! So let's be all we can be. Remember, it's not just a job: it's an adventure!","איננו אלא עפר ברוח: לחופש נולדנו, בחוץ התרוצצנו, ובליבנו שרנו חירות וצדק לכל! אז בוא נראה להם מי אנחנו. זכרו, זו לא רק עבודה: זו הרפתקה!",,
200.msg-9-0-0-1-,200.msg,9,0,0,1,19,00000001,"Well, she's not going to get me without a fight!","ובכן, היא לא הולכת לתפוס אותי ללא מאבק!",,
200.msg-9-0-0-2-,200.msg,9,0,0,2,21,00000001,"Whatever you say, sir. Been nice knowin' ya!","מה שתגיד, המפקד. היה נעים להכיר אותך!",,
200.msg-10-1-0-1-,200.msg,10,1,0,1,99,00000001,"This automated computer console controls critical functions of the Eureka. But what precisely these functions are, you haven't a clue.","מסוף המחשב האוטומטי שולט על תפקודיה החיוניים של היוריקה. אבל מהם בדיוק אותם תפקודים, אין לך מושג.",,
200.msg-11-1-0-1-,200.msg,11,1,0,1,99,00000001,Auxiliary smoke detector.,גלאי עשן משני.,,
200.msg-12-1-0-1-,200.msg,12,1,0,1,99,00000001,This is the nav/weapons station for the Eureka.,זוהי תחנת הנשק/ניווט של היוריקה.,,
200.msg-13-1-0-1-,200.msg,13,1,0,1,99,00000001,An inaudible subsonic hum emanates from the machinery on the ceiling of the bridge.,זמזום תת-קולי לא ברור בוקע מהמכשור בתקרת הגשר.,,
200.msg-16-1-0-1-,200.msg,16,1,0,1,99,00000001,"If the bridge is the nerve center for a ship and the captain it's brain, well then perhaps the Eureka could use a brain transplant.","אם הגשר הוא מרכז העצבים של הספינה והקפטן הוא המוח שלה, אז במקרה של יוריקה כדאי לשקול השתלת מוח דחופה.",,
200.msg-14-1-0-1-,200.msg,14,1,0,1,99,0a010001,,,,
200.msg-15-1-0-1-,200.msg,15,1,0,1,99,00000001,Smoke detector.,גלאי עשן.,,
201.msg-1-0-1-1-,201.msg,1,0,1,1,22,00000001,Are you kidding! NOW?! What in the Pleiades for?,אתה צוחק! עכשיו?! למה בשם כל הפליאדות?,,
201.msg-1-0-2-1-,201.msg,1,0,2,1,22,00000001,"You don't have to tell me twice, I'm outta here!","אתה לא צריך להגיד לי פעמיים, אני נטשתי!",,
201.msg-2-0-3-1-,201.msg,2,0,3,1,21,00000001,"There's no waste in range of the Refuse Recovery System, Captain.","אין אשפה בטווח מערכת מיחזור הפסולת, קפטן.",,
201.msg-2-0-3-2-,201.msg,2,0,3,2,21,00000001,"That would serve no useful purpose at this time, sir.","זה לא ישרת שום תכלית שימושית בשלב זה, המפקד.",,
201.msg-2-0-3-3-,201.msg,2,0,3,3,21,00000001,"Negative, sir. We are not in refuse recovery range.","שלילי, המפקד. אנחנו לא בטווח מיחזור פסולת.",,
