res,id,msg,translation,comment
18,716,The boy told me Fitzgerald was driven away in the car that hit him.,הילד סיפר לי שפיצגרלד נדרס על ידי רכב שפגע בו.,
18,717,Maguire is always spinning wild yarns.,מגווייר תמיד מספר עלילות בדים.,
18,718,"I don't know where he gets them from. Television, I expect, or comics.","אני לא יודע מאיפה הוא ממציא אותם. טלויזיה, אני משער, או קומיקסים.",
18,719,"If I was you, I'd take what he says with a generous pinch of salt.","אילו הייתי במקומך, הייתי לוקח את מה שהוא אומר בעירבון מוגבל.",
18,720,Maguire's tale about the car sounds quite plausible to me.,הסיפור של מגווייר על הרכב נשמע לי די אמין.,
18,721,He says the driver was dressed like a leprechaun!,הוא אומר שהנהג היה מחופש לשדון!,
18,722,That boy has a head full of fluffy toys!,הראש של הילד מלא בבובות פרווה!,
18,724,You're too late to meet that fella.,איחרת את המועד לפגישה עם הבחור.,
18,725,Is he dead?,"למה, הוא מת?",
18,726,Not that - but he's gone from the village.,לא לא - אבל הוא עזב את הכפר.,
18,727,"A sore point with our esteemed host, I might add!","נקודה כואבת לפונדקאי המכובד שלנו, אני חייב להוסיף!",
18,728,Why don't you leave the poor man alone?,מדוע שלא תניח לאיש האומלל לנפשו?,
18,729,I just want to talk to him.,אני רק רוצה לשוחח איתו.,
18,730,"Hound him to death, more likely!","לחלוב אותו למוות, הייתי אומר!",
18,731,You news boys are all the same.,אתם נערי החדשות כולכם אותו דבר.,
18,732,Do you know where Peagram has gone?,ידוע לך לאין הלך פיגרם?,
18,733,Haven't I made it clear enough to you?,האם לא הייתי ברור מספיק עד כה?,
18,734,"I don't like parasites or things that crawl, and that includes journalists.","אני לא אוהב טפילים או דברים שזוחלים, וזה כולל עיתונאים.",
18,735,I'm sorry but I don't.,מצטער אבל אני לא.,
18,736,He upped anchor in the dark and shipped out before the dawn.,הוא הרים עוגן בעלטה והפליג עם שחר.,
18,737,Why did he do that?,למה הוא עשה את זה?,
18,738,"Who knows? A guilty conscience, or a secret assignation...","מי יודע? רגשות אשם, או פגישת אהבים סודית...",
18,739,Whatever the reason he'll not be missed in Lochmarne.,מה שלא תהיה הסיבה הוא לא יחסר בלושמרן.,
18,740,Maybe now the fuss about the gem has died down we can get back to normal.,"אולי עכשיו שכל הרעש סביב היהלום ישקע, נוכל לחזור לשפיות.",
18,741,Why has Peagram's departure upset the landlord?,מדוע העזיבה של פיגרם מכאיבה לפונדקאי?,
18,742,"He's lost a paying guest, that's why.","הוא איבד לקוח משלם, זו הסיבה.",
18,743,More than that - there's the question of an unsettled bill.,ויותר מזה - יש סוגיה של חשבון שלא נפרע.,
18,744,"Poor Michael's seen red over the business, and I don't blame him.","מייקל המסכן רואה את העסק שלו קורס, ואני לא מאשים אותו.",
18,745,"Well, why don't you ask him yourself, mister Ace-reporter?","ובכן, למה שלא תשאל אותו בעצמך, מר כתב תותח?",
18,746,Can you tell me more about the landlord?,מה תוכל לספר לי עוד על בעל הפונדק?,
18,747,Mick Leary? He's what you call a would-be sophisticate.,מיק לירי? הוא מה שנקרא מתוחכם-בשאיפה.,
18,748,"The trouble is, his idea of sophistication extends as far as putting paper in the lavatory.","הבעיה היא, שהמושגים שלו בתחכום מסתכמים בהנחת נייר טואלט בשירותים.",
18,749,I never worked out why he did dat.. It's much too dark in dere to read.,אף פעם לא הבנתי למה הוא עושה את זה... גם ככה יותר מדי חשוך שם בשביל לקרוא.,
18,750,That's true. Have you ever run your hand over the back of the door?,זה נכון. העברת פעם את ידך על אחורי הדלת?,
18,751,The graffiti is written in braille.,הגרפיטי כתובים בברייל.,
18,752,"What's your game? Keep your nose out of our business, mister!","מה השם שלך? אל תתערב לנו בעניינים, אדון!",
18,753,Do you know Sean Fitzgerald?,אתה מכיר את שון פיצגרלד?,
18,754,"Yes, I do.","כן, מכיר.",
18,755,What do you want with him?,מה אתה רוצה ממנו?,
18,756,I want to talk to him about working at the dig.,אני רוצה לדבר איתו בקשר לעבודה באתר החפירות.,
18,757,What makes you think he did?,למה אתה חושב שהוא עבד שם?,
18,758,The boy outside told me.,הילד בחוץ אמר לי.,
18,759,I can't imagine anyone employing Sean Fitzgerald on a dig.,אני לא יכול לדמיין מישהו שיעסיק את פיצגרלד בחפירות.,
18,760,He wouldn't know a post hole from his elbow!,הוא לא היה מצליח לחפור גומה עם המרפק שלו!,
18,761,"I'm not telling you anything, mister.","אני לא אומר לך דבר, אדון.",
18,762,You can dig up your own dirt!,חפש לך את הלכלוך של עצמך!,
18,764,"If he's been hit by a car, he could be injured...","הוא נפגע מרכב, יכול להיות שהוא פצוע...",
18,765,It's high time there was stiffer legislation against careless motorists.,הגיע הזמן באמת לחקיקה נוקשה כנגד נהגים חסרי זהירות.,
18,766,What we need is a by-pass around d' village.,מה שאנחנו צריכים זה כביש עוקף מסביב לכפר.,
18,767,One o' dem ring roads - like d' M-twenty-five!,אחד מכבישי הטבעת האלה - כמו כביש 6!,
18,772,I don't wish to comment on it - not in front of a hack like you.,אני לא מעוניין להגיב על זה - בטח לא בפני חובבן כמוך.,
18,773,God knows how you'll twist the tale of the poor lad's mishap!,השם יודע כמה אתה תעוות את עלילת התאונה של הנער המסכן.,
18,774,What happened to him? What's he twisted?,מה קרה לו? מה הוא עיוות?,
18,775,"Hush, Pat! This devil will steal the words out of your gob while they're still steaming!","שקט, פט! השטן יגנוב את המילים מהלוע שלך כשהן עדיין רותחות!",
18,776,I have a suspicion that Fitzgerald might have been given something by Peagram...,יש לי חשד שפיצגרלד קיבל משהו מפיגרם...,
18,777,I thought he acted strangely!,חשבתי שהוא התנהג בצורה מוזרה!,
18,778,I'm talking about the gem. It was something he said...,אני מדבר על היהלום. זה היה משהו שהוא אמר...,
18,779,Were you not speaking to him when he ran out of the bar?,אתה לא דיברת איתו כשהוא יצא בריצה מהבר?,
18,780,I only asked him about the gem...,רק שאלתי אותו על היהלום...,
18,781,Fitzgerald has troubles enough already.,לפיצגרלד יש מספיק צרות גם ככה.,
18,782,"He's a nervous, unstable man at the best of times.",הוא איש לחוץ ולא יציב במקרה הטוב.,
18,783,The last thing he needs is to be harassed by a hack newsboy!,הדבר האחרון שהוא צריך זה לעבור הטרדות מנער חדשות בינוני!,
18,784,"Yeah, sure - just talking, that's all...","כן, ברור - סתם פטפטנו, זה הכול...",
18,785,"Journalists! You've no conscience, have you?","עיתונאים! אין לכם מצפון, נכון?",
18,786,Have you ever heard of the Knights Templar?,שמעת פעם על מסדר אבירי היכל שלמה?,
18,787,I most certainly have! A remarkable institution.,בודאי ובודאי! מוסד ראוי לציון.,
18,789,Did you know they were the originators of our system of credit?,הידעת כי הם הגו את מערכת האשראי שלנו?,
18,790,Their financial empire stretched from the Atlantic to the Caspian Sea.,האימפריה הכלכלית שלהם השתרעה מהאוקיינוס האטנלנטי ועד הים הכספי.,
18,791,With bases in so many countries they had to establish new methods of fiscal transferal.,עם בסיסים בכל כך הרבה מדינות הם נאלצו לייסד שיטות חדשות להעברת כספים.,
18,792,So the Knights Templar were nothing but a bunch of bankers!,אז מסדר אבירי היכל שלמה לא היו יותר מאשר חבורה של בנקאים!,
18,793,I don't get it. Are you sayin' dese Templar guys invented bank charges?,אני באמת לא תופס. אתה אומר שהמקדשיים האלה המציאו את אישומי הבנקים?,
18,794,"In a manner of speaking, I suppose they did.","לצורך העניין, אפשר לומר שכן.",
18,795,What a dirty trick! Didn't anyone try to stop dem?,איזה תרגיל מסריח! מישהו ניסה לעצור אותם?,
18,796,"Oh, yes. They were arrested, and many were burnt at the stake!","הו, כן. הם נעצרו, ורבים מהם נשרפו על המוקד!",
18,797,Good! Dey bloody well deserved it if dey were anythin' like MY bank manager!,יופי! הם בהחלט היו ראויים לזה אם הם התנהגו כמו מנהל הבנק שלי!,
18,798,"Oh, nothing...","אה, כלום...",
18,799,Goodbye for now...,להתראות בינתיים...,
18,800,Good riddance to you!,ברוך שפטרנו!,
18,801,Does this towel mean anything to you?,האם מגבת זו אומרת לך משהו?,
18,802,Sure - it's one of Leary's towels. Are you planning on stealing it?,בטח - זו אחת מהמגבות של לירי. אתה מתכנן לגנוב אותה?,
18,803,"Just borrowing it, if you must know.","רק משאיל אותה, אם אתה מתעקש לדעת.",
18,804,Did I show you this towel?,הראיתי לך כבר את המגבת?,
18,805,"Yes, you did.","כן, הראית.",
18,806,Does this red nose suggest anything to you?,האם האף אדום הזה מזכיר לך משהו?,
18,808,O'Donnelly and I walked all the way to Ballymore - fifteen miles in our bare feet.,"אני ואודונלי צעדנו את כל הדרך לבלימור - 25 קילומטר, ברגל.",
18,811,"No, it doesn't.","לא, זה לא.",
18,812,Do you recognize the man in this photograph?,אתה מזהה את האיש שבתצלום?,
18,813,No. I've never seen him before.,לא. מעולם לא ראיתי אותו.,
18,814,What do you make of this piece of wire?,מה דעתך על פיסת חוט זו?,
18,815,It looks ordinary enough to me...,היא נראית לי הכי רגילה שיש...,
18,816,Do you recognize this gem?,אתה מזהה את היהלום הזה?,
18,817,"Ah, that's a beautiful stone. Is it the one which Peagram found?","אה, איזו אבן יפהפייה. זו ההיא שפיגרם מצא?",
18,818,Yeah - and the reason why both he and Fitzgerald have disappeared.,כן - וגם הסיבה שהוא ופיצגרלד נעדרים.,
18,819,Then it's only a matter of time before you vanish too.,אז זה רק עניין של זמן שגם אתה תיעלם.,
18,820,"Yes, you've already shown me that.","כן, כבר הראית לי את זה.",
18,821,What can you tell me about this ID pass?,מה תוכל לספר לי על כרטיס מגנטי זה?,
