"חדר","אינדקס","מקור","תרגום","הערות"
"36.0","21.0","Don't bother to get up. Carol answers her own telephone.","אל תטרח לקום. רקפת עונה בעצמה לטלפון.",""
"36.0","22.0","""Hi, Sonny,"" says Carol. ""No time to talk today, this joint's really jumpin'!""","""הי, בני,"" אומרת רקפת. ""אין זמן לפטפוטים, בית הקפה עמוס מאד היום!""",""
"36.0","23.0","You can't reach the counter from here!","אתה לא יכול לגשת לדלפק מכאן!",""
"36.0","24.0","""This is a coffee break, not your dinner hour.""","""זו הפסקת קפה, לא שעת ארוחה.""",""
"36.0","25.0","Carol likes officers to frequent her establishment. Many items are ""on the house.""","רקפת אוהבת שוטרים שפוקדים בקביעות את העסק שלה. פריטים רבים הם על ""חשבון הבית.""",""
"36.0","26.0","Steve says ""Don't run off, Sonny. You just got here.""","סטיב אומר ""אל תברח, בני. הרגע הגעת.""",""
"36.0","27.0","You look over Carol's ""Blue Plate Specials du Jour.""","אתה מתבונן מעל רקפת ""הספיישל היומי על צלחת כחולה.""",""
"36.0","28.0","""Filet of Hummingbird Breast""","""פילה חזה יונק דבש""",""
"36.0","29.0","Panic fills your heart as you watch the nasty fluid nearly breach the rim, before it slowly subsides.","אתה נתקף בפאניקה כשאתה צופה בנוזל הזדוני כמעט וגולש משפת הכוס, ובשניה האחרונה חוזר ושוקע לאיטו.",""
"36.0","30.0","You quietly relieve yourself.","אתה פורק מעליך את הלחץ.",""
"36.0","31.0","You whistle a happy tune as you clear your mind.","אתה שורק נעימה שמחה בשעה שאתה מנקה את הראש.",""
"36.0","32.0","There is a toilet, a sink, a paper towel dispenser, and an overflowing wastebasket.","יש כאן אסלה, כיור, מתקן מגבות נייר, ופח אשפה עולה על גדותיו.",""
"36.0","33.0","You soap up, rinse off, and dry your hands.","אתה מסבן, שוטף, ומייבש את ידיך.",""
"36.0","34.0","""Is that all you guys do: 'take coffee breaks?'""","""זה כל מה שאתם יודעים לעשות: 'לצאת להפסקות קפה?'""",""
"36.0","35.0","""Please, Officer! I don't want to be bothered.""","""אנא ממך, שוטר! אני לא רוצה שיפריעו לי.""",""
"36.0","36.0","""Make your quota for the day yet?""","""הגעת כבר למכסה היומית שלך?""",""
"36.0","37.0","""Hello, Officer. Nice day, isn't it?""","""היוש, שוטר. איזה יום מקסים, אה?""",""
"36.0","38.0","""I'd like you to know that my family and I really appreciate the job you police officers do.""","""הייתי רוצה שתדע שאני ומשפחתי מאוד מעריכים את העבודה הקשה שאתם השוטרים עושים.""",""
"36.0","39.0","""Hey, you're that guy I read about in the Tribune! Weren't you nominated for Officer of the Week or something? Good luck!""","""היי, אתה הבחור שקראתי עליו בעיתון! לא היית מועמד לשוטר השבוע או משהו כזה? בהצלחה!""",""
"36.0","40.0","""Don't order the Hummingbird. Carol must have made it last week!""","""אל תזמין יונק דבש. רקפת בישלה אותו בשבוע שעבר!""",""
"36.0","41.0","""Boy, if the local police have to come here to eat, they MUST need a raise.""","""בחיי, אם המשטרה צריכה להגיע לפה לאכול, כנראה שהם זקוקים נואשות להעלאת שכר.""",""
"36.0","42.0","""I sure don't envy the job you men have to do.""","""אני בהחלט לא מקנא בעבודה שאתם צריכים לעשות.""",""
"36.0","43.0","""I wish someone would patrol my neighborhood more often! The teenagers are going crazy!""","""הלוואי שמישהו היה מפטרל בשכונה שלי לעיתים קרובות יותר! בני הנוער השתגעו על כל הראש!""",""
"36.0","44.0","""Why don't you guys quit writing so many speeding tickets and take care of a few of those slow-moving Sunday drivers that keep traffic so screwed up!""","""אולי תפסיקו לכתוב דוחות מהירות כל היום ותתחילו לטפל בנהגים האיטיים שבגללם כל התנועה פקוקה!""",""
"36.0","45.0","""Something should be done about those jaywalking pedestrians! I almost ran over two of them yesterday and they had the nerve to act like it was my fault!""","""משהו צריך להיעשות עם אותם הולכי רגל שחוצים שלא כחוק! כמעט דרסתי אתמול שתים כאלה ועוד היתה להם את החוצפה להתנהג כאילו זו היתה אשמתי!""",""
"36.0","46.0","""Well, well, well. If it isn't the city's finest!""","""תראו תראו. מי זה אם לא יקיר העיר!""","city's finest זה כינוי לשוטרים. אני לא חושב ש""יקיר העיר"" הוא תרגום נכון.
אולי ""מטובי בחורינו""?
המשפט לא כל כך מסתדר ""מי זה אם לא מטובי בחורינו""?"
"36.0","47.0","""Officer Bonds, I know you're a good man, but the officer who gave me that ticket yesterday is a real rat!""","""השוטר בונדס, אני יודע שאתה איש טוב, אבל השוטר שנתן לי את הדו""ח אתמול הוא מניאק אמיתי!""",""
"36.0","48.0","""Most cops I don't like, but you're one of the good ones! And, I mean that sincerely.""","""את רוב השוטרים אני לא אוהב, אבל אתה אחד מהטובים! ואני אומר את זה מכל הלב.""",""
"36.0","49.0","You're not in the bathroom!","אתה לא בשירותים!",""
"36.0","50.0","You're here on a complaint, not for a snack.","אתה כאן בגלל תלונה, לא לנשנוש.",""
"36.0","51.0","There is a time and a place for everything, but this is not the time for a coffee break!","לכל זמן ועת, אך כרגע אין זה הזמן המתאים להפסקת קפה!",""
"36.0","52.0","Carol is obviously upset as she blurts in a loud tone of voice...","רקפת נראית נסערת כשהיא מפטירה בנימת קול מתוסכלת...",""
"36.0","53.0","""Oh, Sonny! Those drunken bikers in the bar next door are taking up all the parking places in front of my cafe! They just have no consideration for others! Where are my customers going to park? Would you ask them to move their motorcycles, please?""","""הו, בני! האופנוענים השיכורים האלה בבר ממול תופסים לי את כל מקומות החניה של בית הקפה! הם לא מכירים את המושג התחשבות בזולת! איפה בדיוק הלקוחות שלי יחנו? תוכל לבקש מהם להזיז את האופנועים שלהם, בבקשה?""",""
"36.0","54.0","""Thanks, Sonny!""","""תודה, בני!""",""
"36.0","55.0","""Come on now, it's your job!""","""נו בחייך, זו העבודה שלך!""",""
"36.0","56.0","Carol sounds relieved as she says, ""Thanks for getin' those bikes removed, Sonny.""","רקפת אומרת בהקלה, ""תודה שעזרת להזיז את האופנועים, בני.""",""
"36.0","57.0","Steve says, ""Boy! It sounded over the air like you had a real mess on your hands at that 187 scene!""","סטיב אומר, ""בחיי! היה נשמע בקשר שיש לך חתיכת בלגן שם בזירה 187!""",""
"36.0","58.0","Steve says, ""This coffee'll blow your socks off!""","סטיב אומר, ""הקפה הזה יעיף לך את המוח!""",""
"36.0","59.0","Steve tells you, ""Man, that murder makes a guy wonder what's going on around this town!""","סטיב מספר לך, ""גבר, הרצח הזה גורם לך לתהות מה קורה פה בעיר הזאת!""",""
"36.0","60.0","Steve says, ""Boy, you earned your coffee after that mess!""","סטיב אומר, ""בחיי, הרווחת את הקפה שלך ביושר אחרי הבלגן הזה!""",""
"36.0","61.0","You wonder why some people don't learn to flush!","אתה שואל את עצמך למה יש אנשים שלא לומדים להוריד את המים!",""
"36.0","62.0","You push the handle down and flush the toilet.","אתה לוחץ על הידית כלפי מטה ומוריד את המים.",""
"36.0","63.0","""Did we do something wrong?""","""עשינו משהו לא בסדר?""",""
"36.0","64.0","""We're too busy to talk!""","""אנחנו עסוקים מדי, אין לנו זמן לדבר!""",""
"36.0","65.0","""Get lost!""","""לך לעזאזל!""",""
"36.0","66.0","""Pig Sty Stew""","""נזיד דיר חזירים""",""
"36.0","67.0","""Fried Pork Rind""","""חטיף חזיר מטוגן""",""
"36.0","68.0","Yum?","טעים?",""
"36.0","69.0","You see people outside admiring your car.","אתה רואה אנשים בחוץ מתפעלים מהמכונית שלך.",""
"36.0","70.0","There isn't one!","אין אחד כזה!",""
"36.0","71.0","Great. Another chapter in your life of big-time crime stopping -- parking space hogging!","נהדר. עוד פרק בחייך כמונע פשעים חמורים -- השתלטות על מקומות חניה!",""
"36.0","72.0","Whoosssshhhh!","וווווווששששש!",""
"36.0","73.0","You've discovered where all the paper towels went!","גילית לאן הולכים כל מגבות הנייר!",""
"36.0","74.0","It looks like each person has his own greasy spoon.","נראה שלכל אחד יש את הכף השמנונית שלו.",""
"36.0","75.0","She can't hear you from here; that grill must be loud!","היא לא יכולה לשמוע אותך מכאן; הגריל עושה רעש נורא!",""
"36.0","76.0","""What are you doin' back here again, Sonny?"" Carol asks.","""מה אתה עושה פה שוב, בני?"" שואלת רקפת.",""
"36.0","77.0","This formerly public telephone formerly belonged to LT&T.","הטלפון הציבורי לשעבר היה בבעלותה של חברת בזק.","ממליץ לשנות את LT&T לבזק בתור ספקית התקשורת המרכזית בישראל
טופל"
"36.0","78.0","You don't have any coffee.","אין לך שום קפה.",""
"36.0","79.0","You slam back the entire mug of Jamaican Java. Your eyeballs roll back in your head.","אתה גומע בבת אחת כוס שלמה של קפה ג'מייקני. עיניך מתגלגלות בחוריהן.",""
"36.0","80.0","Steve looks like he's on a caffeine high.","סטיב נראה מסטול מרוב קפאין.",""
"36.0","81.0","Bye...\n\nClick!","להתראות...\n\nקליק!",""
"36.0","82.0","""I've talked to my informants,"" says Steve, ""have you seen Sweet Cheeks Marie yet?""","""דיברתי עם המודיעים שלי,"" אומר סטיב, ""יצא לך כבר לראות את מארי לחיים מתוקות?""",""
"36.0","83.0","""No, but I'm keeping both eyes peeled for her,"" you respond.","""לא, אבל אני לא עוצם עיניים בגללה,"" אתה משיב.",""
"36.0","84.0","They look choked up from too much hummingbird.","נראה שהם נחנקו מרוב יונקי דבש.",""
"36.0","85.0","You find a lot of dirty towels.","אתה מוצא המון מגבות מלוכלכות.",""
"36.0","86.0","You key your radio,""%s3","אתה משדר במכשיר הקשר,""%s3",""
"36.0","87.0"," 83-32,%s4%m91"," 83-32,%s4%m91",""
"36.0","88.0"," 83-Nora-10,%s4%m91"," 83-נורה-10,%s4%m91",""
"36.0","89.0"," 10-97 "," 10-97 ",""
"36.0","90.0"," 10-7 "," 10-7 ",""
"36.0","91.0","at Carol's.""","אצל רקפת.""",""
"37.0","1.0","You feel your stomach grow tense when you hear, ""Hey, Flat Foot! Move it!!""","אתה מרגיש את קיבתך משדרת אותות מצוקה כשאתה שומע, ""היי, שטוח רגל! זוז מפה!!""",""
"37.0","2.0","""You're in my way Mr. PO-lice.""","""אתה מפריע לי בדרך מר מש-חרה.""",""
"37.0","3.0","You radio in, %s2","אתה מדווח בקשר, %s2",""
"37.0","4.0","BULLSEYE!","בול פגיעה!",""
"37.0","5.0","You've been nailed by a 4-gram dart, tossed by a 250-pound biker. Good job!","נפגעת מחץ 4 גרם, שירה אופנוען במשקל 120 קילו. עבודה יפה!",""
